StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,UserExp_AF,Request_AF,UserExp_PP,Request_PP,UserExp_AM,Request_AM,UserExp_AL,Request_AL,State,Law_Awareness,AttEnact_Disc,EnactExplain_Disc,ChangesExplain_Disc,AttEnact_Exp,EnactExplain_Exp,ChangesExplain_Exp,AttEnact_Req,EnactExplain_Req,ChangesExplain_Req,Age,Gender,Gender_5_TEXT,Ethnicity,Race,Race_6_TEXT,Education,Education_4_TEXT,PROLIFIC_PID,STUDY_ID,SESSION_ID,AppCategory,AppName,AppDescr
2025-04-21 18:00:36,2025-04-21 18:09:44,IP Address,100,547,TRUE,2025-04-21 18:09:44,R_6MJTNS3EBmU6vwM,anonymous,EN,I consent to participate in this study,Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.",Probably yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.",Probably yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Creating and signing into an account is a request for data to be collected for this purpose.",Georgia,Georgia,Strongly Agree,Consumer are allowed privacy from corporations ,Yes if the app store enforces it,Strongly Agree,The consumers expect this change,Decrease the amount of data collected,Strongly Agree,The company wants to keep the consumer's best interest ,Change their terms of service,18-24,Man,,No,Black or African American,,Bachelor's degree,,6712d5b9e3d84e9a520966fd,6806e80aa09de22ad716aebf,6806e9cbe7395a3526475274,photo and video,YouTube,"that lets you see what the world is watching, from music videos to what’s popular in gaming, fashion, beauty, news, learning and more. You can subscribe to channels you love, create content of your own, share content with friends, and browse personal recommendations."
2025-04-21 18:03:03,2025-04-21 18:09:56,IP Address,100,413,TRUE,2025-04-21 18:09:57,R_1yjD1RuKAGaYbLd,anonymous,EN,I consent to participate in this study,Probably yes,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,"Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",New Jersey,California,Strongly Agree,This would protect the public's privacy and limit what the company could do with your data.,They will have more opt in choices ,Neutral,this one is a little too vague,i am not sure,Agree,Makes the sharing/collection of data only necessary in certain situations  and the customer would clearly be aware,They will have more opt in screens,45-59,Man,,No,White,,Bachelor's degree,,5f7529755aaa0e1a6e804640,6806e80aa09de22ad716aebf,6806eab5ee202f39e278c281,photo and video,YouTube,"that lets you see what the world is watching, from music videos to what’s popular in gaming, fashion, beauty, news, learning and more. You can subscribe to channels you love, create content of your own, share content with friends, and browse personal recommendations."
2025-04-21 18:01:16,2025-04-21 18:10:10,IP Address,100,534,TRUE,2025-04-21 18:10:11,R_7R1Dox0d9iewtMq,anonymous,EN,I consent to participate in this study,Probably yes,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Probably yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Probably yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Probably yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.",Tennessee,"California,Maryland,Vermont",Agree,Helps to feel safe and secure ,N/A,Agree,Keep our data safe and secured ,N/A,Agree,To help keep the information private and protected ,N/A,25-34,Woman,,No,Black or African American,,Bachelor's degree,,67dd5ced6cb66fa668cf14c1,6806e80aa09de22ad716aebf,6806ea44fb162ab43c8e4678,photo and video,YouTube,"that lets you see what the world is watching, from music videos to what’s popular in gaming, fashion, beauty, news, learning and more. You can subscribe to channels you love, create content of your own, share content with friends, and browse personal recommendations."
2025-04-21 18:00:34,2025-04-21 18:10:19,IP Address,100,584,TRUE,2025-04-21 18:10:19,R_6jUy2cqLYegqQfL,anonymous,EN,I consent to participate in this study,Probably yes,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Probably yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",ohio,Ohio,Agree,They should only collect what they inform us they will. ,"I don't know if they need to change anything, ",Agree,They should not be collecting data that does involve their app specifically. ,"I am not sure, but I would think monitoring or data colection when their app is specifically not in use would be a good start. ",Agree,It seems to me that it is already what they do. ,Nothing that Iknow of ,35-44,Woman,,Yes,White,,Bachelor's degree,,663aa6420a964c2a7740b9d7,6806e80aa09de22ad716aebf,6806ea23b2a6884169744fe4,photo and video,YouTube,"that lets you see what the world is watching, from music videos to what’s popular in gaming, fashion, beauty, news, learning and more. You can subscribe to channels you love, create content of your own, share content with friends, and browse personal recommendations."
2025-04-21 18:00:51,2025-04-21 18:10:22,IP Address,100,570,TRUE,2025-04-21 18:10:22,R_3qUthIK1CnTjjsM,anonymous,EN,I consent to participate in this study,Probably yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.",Definitely yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.",Probably yes,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Idaho,,Agree,i think this is necessary dor companies to utilize data minimimalisarion. ,I expect an addendum to the terms and confitions,Neutral,"I think this is a rather vague statement. I am not sure how to define ""to a purpose that consumers would reasonably expect."" ",I imagine there will have to be a disclaimer,Neutral,"Again, I find this very vague. ",I would assume there would be some type of a disclaimer ,45-59,Man,,No,White,,Bachelor's degree,,602b4083b123902838efd51f,6806e80aa09de22ad716aebf,6806ea39318ae7486e41866a,photo and video,YouTube,"that lets you see what the world is watching, from music videos to what’s popular in gaming, fashion, beauty, news, learning and more. You can subscribe to channels you love, create content of your own, share content with friends, and browse personal recommendations."
2025-04-21 18:02:58,2025-04-21 18:10:29,IP Address,100,451,TRUE,2025-04-21 18:10:29,R_36fDiIBcIxRDpuV,anonymous,EN,I consent to participate in this study,Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Probably yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Probably yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Definitely yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Virginia,"Alabama,New Jersey,South Carolina,Virginia",Strongly Agree,I believe that a consumer has a right to protect their data collection as well as open to give that right.,Allow each customer to have that option to choose.,Strongly Agree,The customer should be the one giving the okay for data collection.,Giving the customer the option of this choice and if not willing then denying access for the app,Agree,To some extent yes they may collect data for improving the product but with caution and respect to the customer.,Allowing the consumers to have an option and to be fully transparent about what data they need,18-24,Man,,No,Asian,,"High school degree or equivalent (e.g., GED)",,6788d7a7c1543982408eb2eb,6806e80aa09de22ad716aebf,6806eab35664ba827beff52b,photo and video,YouTube,"that lets you see what the world is watching, from music videos to what’s popular in gaming, fashion, beauty, news, learning and more. You can subscribe to channels you love, create content of your own, share content with friends, and browse personal recommendations."
2025-04-21 17:58:47,2025-04-21 18:10:37,IP Address,100,709,TRUE,2025-04-21 18:10:37,R_6Qy40vKwZQFpBCt,anonymous,EN,I consent to participate in this study,Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Probably not,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Not sure,Installing the app is a request for data to be collected for this purpose.,North Carolina ,,Neutral,They need to disclose everything ,I don’t know ,Agree,They shouldn’t have the right to everyone information ,Stop being nosy ,Neutral,It really depends ,I don’t know ,45-59,Woman,,No,Black or African American,,"High school degree or equivalent (e.g., GED)",,66815b1c397783d282513fb3,6806e80aa09de22ad716aebf,6806e9aee5095656cb238e4b,photo and video,YouTube,"that lets you see what the world is watching, from music videos to what’s popular in gaming, fashion, beauty, news, learning and more. You can subscribe to channels you love, create content of your own, share content with friends, and browse personal recommendations."
2025-04-21 18:00:42,2025-04-21 18:10:56,IP Address,100,614,TRUE,2025-04-21 18:10:57,R_3X0bMNxzpEtrXIp,anonymous,EN,I consent to participate in this study,Not sure,Installing the app is a request for data to be collected for this purpose.,Probably yes,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Probably yes,"Installing the app is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Definitely yes,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Ohio,"California,Massachusetts,New York,Tennessee",Agree,To protect privacy. So that they are not invading in anything personal regarding the consumer. ,They will have stronger security ,Neutral,"I am neutral because it is regarding expectations, something that is not invasive",security ,Neutral,"I am neutral because sometimes it helps in finding products. Its easier and maybe a new product will pop up that I havnt seen before, ",probably something regarding analytics,18-24,Woman,,No,Black or African American,,Bachelor's degree,,6167abbd7db521535e811eb0,6806e80aa09de22ad716aebf,6806ea314c7663058a68f6c4,photo and video,YouTube,"that lets you see what the world is watching, from music videos to what’s popular in gaming, fashion, beauty, news, learning and more. You can subscribe to channels you love, create content of your own, share content with friends, and browse personal recommendations."
2025-04-21 18:00:48,2025-04-21 18:10:57,IP Address,100,608,TRUE,2025-04-21 18:10:57,R_3GN3IWb6ScaSCph,anonymous,EN,I consent to participate in this study,Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Creating and signing into an account is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Probably yes,"Installing the app is a request for data to be collected for this purpose.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Probably not,"Installing the app is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",HAMILTON,"California,Colorado,Connecticut,Utah,Virginia",Strongly Agree,it is important,mant,Strongly Agree,it is okay,none,Strongly Agree,they are meant to protect the data,"a more user friendly interface
",35-44,Man,,No,White,,Bachelor's degree,,67cb80521164ff37baa6dbdb,6806e80aa09de22ad716aebf,6806ea34b1a12a1473be9923,photo and video,YouTube,"that lets you see what the world is watching, from music videos to what’s popular in gaming, fashion, beauty, news, learning and more. You can subscribe to channels you love, create content of your own, share content with friends, and browse personal recommendations."
2025-04-21 18:00:06,2025-04-21 18:11:13,IP Address,100,666,TRUE,2025-04-21 18:11:13,R_1CQoXGw0xaT37Rr,anonymous,EN,I consent to participate in this study,Definitely yes,"Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely yes,"Using app features related to this purpose is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Definitely yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Pennsylvania ,Pennsylvania,Strongly Agree,it’s important that they tell me exactly why they need my data upfront ,They would have to be way clearer and more honest about what they’re collecting and what they’re using it for,Agree,if just feels right that they should take only what they need for the service I am using ,they would probably need to ask for less info from me,Strongly Agree,if i asked for something specific they should only need the info to give me that thing and nothing extra ,they would have to be super clear about exactly why they need each piece of my info for the service i’m using,35-44,Woman,,No,White,,"High school degree or equivalent (e.g., GED)",,664cf2037353bb98801436b5,6806e80aa09de22ad716aebf,6806ea0f41ac129259d8aab2,photo and video,YouTube,"that lets you see what the world is watching, from music videos to what’s popular in gaming, fashion, beauty, news, learning and more. You can subscribe to channels you love, create content of your own, share content with friends, and browse personal recommendations."
2025-04-21 18:00:01,2025-04-21 18:11:31,IP Address,100,689,TRUE,2025-04-21 18:11:31,R_5UMiCnbZp9gNNjr,anonymous,EN,I consent to participate in this study,Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Probably yes,"Installing the app is a request for data to be collected for this purpose.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Probably not,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Virginia,"California,Colorado,Delaware,Indiana,Iowa,Montana,Nevada,Virginia",Strongly Agree,for security of my data,Nothing,Agree,data privacy,nothing,Strongly Agree,So that it may not infringe personal data and privacy,nothing ,18-24,Woman,,No,White,,"High school degree or equivalent (e.g., GED)",,67f1713481c17d44ce17934d,6806e80aa09de22ad716aebf,6806ea042ae1c3a484129a3d,photo and video,YouTube,"that lets you see what the world is watching, from music videos to what’s popular in gaming, fashion, beauty, news, learning and more. You can subscribe to channels you love, create content of your own, share content with friends, and browse personal recommendations."
2025-04-21 18:01:20,2025-04-21 18:11:37,IP Address,100,616,TRUE,2025-04-21 18:11:37,R_5kTqnxRjupnF2uZ,anonymous,EN,I consent to participate in this study,Definitely yes,"Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Probably yes,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Probably yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.",Not sure,Using app features related to this purpose is a request for data to be collected for this purpose.,United States,"Maine,Ohio",Neutral,Still unsure,Nothing will change,Disagree,It will minimize collection of personal data,Retards progress,Neutral,I am not very sure if it should be enacted or not,I do not think much will change,25-34,Man,,No,White,,Bachelor's degree,,67cb4e757f373c872e985744,6806e80aa09de22ad716aebf,6806ea58ee8affa6f8139034,photo and video,YouTube,"that lets you see what the world is watching, from music videos to what’s popular in gaming, fashion, beauty, news, learning and more. You can subscribe to channels you love, create content of your own, share content with friends, and browse personal recommendations."
2025-04-21 18:00:52,2025-04-21 18:11:41,IP Address,100,649,TRUE,2025-04-21 18:11:42,R_6oSBD3NNaP1Xpf3,anonymous,EN,I consent to participate in this study,Definitely yes,"Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Definitely yes,"Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Definitely yes,"Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Definitely yes,"Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Washington,"California,Colorado,New York,Virginia",Strongly Agree,"Again. No hidden data collection. If we want ads, we should be able to select a box saying we agree to give our data for this purpose or whatever purpose is agreed to.",Turn off data collection. Provide protection against hackers.,Strongly Agree,No hidden data collection. We should assume none is collected unless given permission.,They will have to turn off certain mechanisms in their apps.,Strongly Agree,"If data is needed to get the app to work properly, the consumer should know what data is needed prior to agreeing to download app. Very clear what data is given up.",Provide clear and precise explaination of the data given up to the app makers.,60-74,Woman,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,67d8b5e7ceb82869824198a2,6806e80aa09de22ad716aebf,6806ea3f731bc4de5bc7fa61,photo and video,YouTube,"that lets you see what the world is watching, from music videos to what’s popular in gaming, fashion, beauty, news, learning and more. You can subscribe to channels you love, create content of your own, share content with friends, and browse personal recommendations."
2025-04-21 18:01:24,2025-04-21 18:12:18,IP Address,100,654,TRUE,2025-04-21 18:12:19,R_7fDBVSkn5jApuW1,anonymous,EN,I consent to participate in this study,Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Kentucky,"California,Colorado,Maryland,Virginia",Strongly Agree,Companies should be required to initially disclose exactly what information they will be collecting from the consumer and for what purpose.,"Developers will need to clearly outline the criteria for collecting this type of personal data and define how it will be used.  Moreover, they will need to allow an OPT OUT option for all consumers who do not wish to participate.",Agree,"I think downloading an APP does imply a certain amount of consent to collect some data such as email address, payment information, etc. depending on the type of APP being used.  However, the company must clearly disclose the type of information they will be collecting from the customer.","Companies will need to include a pop up in the APP that allows the user to opt out of collection of PII if they wish.  At the very least, the company will need to immediately outline what data they will be collecting and explain why.",Agree,I agree that data minimization requires companies to limit the collection of PII to only that which is needed to enable a service or use a product.,They will need to develop a check box that pops up and allows the user to explicitly define how they wish for their data to be collected and/or used or to clearly opt out.,45-59,Woman,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,6720f4ced2a11d4e702566fa,6806e80aa09de22ad716aebf,6806ea5ee28b89767fcc4336,photo and video,YouTube,"that lets you see what the world is watching, from music videos to what’s popular in gaming, fashion, beauty, news, learning and more. You can subscribe to channels you love, create content of your own, share content with friends, and browse personal recommendations."
